Nationality,Name,Photo,Club,Wage,Overall
France,R. Droehnle,https://cdn.sofifa.org/players/4/19/243132.png,US Orléans Loiret Football,€2K,62
England,S. McCoulsky,https://cdn.sofifa.org/players/4/19/231613.png,Southend United,€6K,62
France,F. Dady Ngoy,https://cdn.sofifa.org/players/4/19/244157.png,Grenoble Foot 38,€1K,62
England,M. Dolan,https://cdn.sofifa.org/players/4/19/204222.png,Newport County,€2K,62
Canada,S. Jackson,https://cdn.sofifa.org/players/4/19/163774.png,St. Mirren,€2K,62
England,D. Oldaker,https://cdn.sofifa.org/players/4/19/230590.png,Gillingham,€1K,62
France,R. Basque,https://cdn.sofifa.org/players/4/19/239038.png,Le Havre AC,€1K,62
Spain,Javi Pérez,https://cdn.sofifa.org/players/4/19/244670.png,Extremadura UD,€1K,62
England,C. Ogilvie,https://cdn.sofifa.org/players/4/19/222399.png,Gillingham,€9K,62
Republic of Ireland,Z. Elbouzedi,https://cdn.sofifa.org/players/4/19/230847.png,Waterford FC,€1K,62
Germany,P. Dárdai,https://cdn.sofifa.org/players/4/19/238271.png,Hertha BSC,€2K,62
Spain,Prendes,https://cdn.sofifa.org/players/4/19/240575.png,Real Oviedo,€1K,62
Argentina,G. Ferrari,https://cdn.sofifa.org/players/4/19/245439.png,San Lorenzo de Almagro,€2K,62
England,M. Willock,https://cdn.sofifa.org/players/4/19/213696.png,St. Mirren,€11K,62
Denmark,E. Riis Jakobsen,https://cdn.sofifa.org/players/4/19/231616.png,Randers FC,€2K,62
France,S. Coulibaly,https://cdn.sofifa.org/players/4/19/231872.png,AS Nancy Lorraine,€1K,62
France,M. Biamou,https://cdn.sofifa.org/players/4/19/239552.png,Coventry City,€2K,62
Argentina,D. Cardozo,https://cdn.sofifa.org/players/4/19/183744.png,San Martín de San Juan,€3K,62
France,E. Seidou,https://cdn.sofifa.org/players/4/19/203969.png,Red Star FC,€1K,62
Sweden,S. Ohlsson,https://cdn.sofifa.org/players/4/19/222145.png,Trelleborgs FF,€1K,62
England,C. Woodman,https://cdn.sofifa.org/players/4/19/102593.png,Exeter City,€2K,62
Norway,V. Leikvoll Moberg,https://cdn.sofifa.org/players/4/19/235457.png,FK Bodø/Glimt,€1K,62
United States,D. Johnson,https://cdn.sofifa.org/players/4/19/237249.png,Chicago Fire,€1K,62
Sweden,L. Öhman,https://cdn.sofifa.org/players/4/19/193473.png,IF Brommapojkarna,€1K,62
Japan,T. Morishima,https://cdn.sofifa.org/players/4/19/232898.png,Sanfrecce Hiroshima,€2K,62
United States,S. Cleveland,https://cdn.sofifa.org/players/4/19/237250.png,Chicago Fire,€1K,62
Finland,U. Nissilä,https://cdn.sofifa.org/players/4/19/243906.png,SV Zulte-Waregem,€2K,62
England,J. Thompson,https://cdn.sofifa.org/players/4/19/178626.png,Rochdale,€1K,62
Brazil,João Lopes,https://cdn.sofifa.org/players/4/19/244418.png,Santa Clara,€1K,62
Korea Republic,Lee Jin Hyung,https://cdn.sofifa.org/players/4/19/208067.png,Incheon United FC,€1K,62
Netherlands,C. Essers,https://cdn.sofifa.org/players/4/19/243395.png,Fortuna Sittard,€1K,62
England,F. Franks,https://cdn.sofifa.org/players/4/19/189891.png,Newport County,€2K,62
Jamaica,J. Campbell-Ryce,https://cdn.sofifa.org/players/4/19/138180.png,Stevenage,€2K,62
France,M. Etuin,https://cdn.sofifa.org/players/4/19/242116.png,FC Lorient,€2K,62
Korea Republic,Jung San,https://cdn.sofifa.org/players/4/19/191684.png,Incheon United FC,€1K,62
China PR,Liu Yu,https://cdn.sofifa.org/players/4/19/182469.png,Chongqing Dangdai Lifan FC SWM Team,€2K,62
England,C. Hamilton,https://cdn.sofifa.org/players/4/19/225734.png,Mansfield Town,€3K,62
Scotland,I. McShane,https://cdn.sofifa.org/players/4/19/229062.png,St. Mirren,€2K,62
Japan,Y. Misao,https://cdn.sofifa.org/players/4/19/233158.png,Kashima Antlers,€2K,62
Slovakia,M. Pribula,https://cdn.sofifa.org/players/4/19/244166.png,Zagłębie Sosnowiec,€1K,62
England,J. Grimes,https://cdn.sofifa.org/players/4/19/193478.png,Macclesfield Town,€2K,62
Azerbaijan,E. Nouri,https://cdn.sofifa.org/players/4/19/176839.png,Kalmar FF,€1K,62
Republic of Ireland,J. Murphy,https://cdn.sofifa.org/players/4/19/52679.png,Bury,€1K,62
Spain,Martí Vilá,https://cdn.sofifa.org/players/4/19/245704.png,CF Reus Deportiu,€1K,62
United States,K. Piedrahita,https://cdn.sofifa.org/players/4/19/214473.png,La Equidad,€1K,62
Korea Republic,Seo Young Jae,https://cdn.sofifa.org/players/4/19/235465.png,MSV Duisburg,€1K,62
Cameroon,Y. Songo'o,https://cdn.sofifa.org/players/4/19/203210.png,Plymouth Argyle,€2K,62
China PR,Lang Zheng,https://cdn.sofifa.org/players/4/19/181962.png,Hebei China Fortune FC,€3K,62
Jamaica,J. Matt,https://cdn.sofifa.org/players/4/19/212683.png,Newport County,€2K,62
England,J. Yates,https://cdn.sofifa.org/players/4/19/226507.png,Carlisle United,€5K,62
Wales,A. Baker,https://cdn.sofifa.org/players/4/19/229324.png,Sheffield Wednesday,€3K,62
Chile,I. Morales,https://cdn.sofifa.org/players/4/19/235980.png,Colo-Colo,€1K,62
Belgium,M. Verreth,https://cdn.sofifa.org/players/4/19/237772.png,PSV,€2K,62
China PR,Zhu Ting,https://cdn.sofifa.org/players/4/19/181964.png,Dalian YiFang FC,€2K,62
FYR Macedonia,E. Bajrami,https://cdn.sofifa.org/players/4/19/215501.png,SKN St. Pölten,€3K,62
England,A. Mangan,https://cdn.sofifa.org/players/4/19/170445.png,Accrington Stanley,€1K,62
Australia,K. Baccus,https://cdn.sofifa.org/players/4/19/237005.png,Western Sydney Wanderers,€1K,62
Turkey,T. Antalyalı,https://cdn.sofifa.org/players/4/19/224718.png,BB Erzurumspor,€2K,62
Japan,S. Takahashi,https://cdn.sofifa.org/players/4/19/232910.png,Júbilo Iwata,€1K,62
England,A. Ramsdale,https://cdn.sofifa.org/players/4/19/233934.png,Bournemouth,€4K,62
Norway,S. Sørli,https://cdn.sofifa.org/players/4/19/236750.png,Kristiansund BK,€1K,62
Korea Republic,Choi Hyun Tae,https://cdn.sofifa.org/players/4/19/202959.png,Jeju United FC,€1K,62
Spain,Jefté,https://cdn.sofifa.org/players/4/19/206031.png,SV Mattersburg,€3K,62
Italy,G. Crociata,https://cdn.sofifa.org/players/4/19/235215.png,Crotone,€1K,62
France,V. Pinson,https://cdn.sofifa.org/players/4/19/243919.png,Stade de Reims,€3K,62
England,D. Williams,https://cdn.sofifa.org/players/4/19/216272.png,Accrington Stanley,€1K,62
France,K. Lejeune,https://cdn.sofifa.org/players/4/19/171984.png,AC Ajaccio,€1K,62
Congo,D. Avounou,https://cdn.sofifa.org/players/4/19/239312.png,US Orléans Loiret Football,€3K,62
Argentina,S. Barreto,https://cdn.sofifa.org/players/4/19/241872.png,Independiente,€1K,62
Japan,T. Sawada,https://cdn.sofifa.org/players/4/19/242128.png,V-Varen Nagasaki,€1K,62
New Zealand,T. Payne,https://cdn.sofifa.org/players/4/19/209361.png,NA,€0,62
Japan,M. Yamane,https://cdn.sofifa.org/players/4/19/233169.png,Shonan Bellmare,€1K,62
Germany,J. Dem,https://cdn.sofifa.org/players/4/19/238801.png,SG Sonnenhof Großaspach,€1K,62
China PR,Ba Dun,https://cdn.sofifa.org/players/4/19/224466.png,Beijing Sinobo Guoan FC,€3K,62
Cyprus,A. Georgiou,https://cdn.sofifa.org/players/4/19/233426.png,Tottenham Hotspur,€9K,62
Spain,Álex Blanco,https://cdn.sofifa.org/players/4/19/245714.png,Valencia CF,€3K,62
Germany,J. Kotzke,https://cdn.sofifa.org/players/4/19/193235.png,FC Ingolstadt 04,€4K,62
Italy,I. Varone,https://cdn.sofifa.org/players/4/19/235476.png,Cosenza,€1K,62
Argentina,J. Cejas,https://cdn.sofifa.org/players/4/19/238036.png,Estudiantes de La Plata,€2K,62
Sweden,T. Söderström,https://cdn.sofifa.org/players/4/19/212693.png,IF Brommapojkarna,€1K,62
Spain,Fran Serrano,https://cdn.sofifa.org/players/4/19/221653.png,Granada CF,€1K,62
Japan,K. Fujimoto,https://cdn.sofifa.org/players/4/19/237781.png,Cerezo Osaka,€2K,62
Mexico,I. Moreno,https://cdn.sofifa.org/players/4/19/243157.png,Club América,€7K,62
Brazil,Lucas Rodrigues,https://cdn.sofifa.org/players/4/19/245717.png,Moreirense FC,€1K,62
England,S. Slocombe,https://cdn.sofifa.org/players/4/19/189909.png,Lincoln City,€2K,62
Chile,J. Araya,https://cdn.sofifa.org/players/4/19/221398.png,Colo-Colo,€1K,62
Italy,A. Palumbo,https://cdn.sofifa.org/players/4/19/224982.png,US Salernitana 1919,€4K,62
Netherlands,J. Wehrmann,https://cdn.sofifa.org/players/4/19/238038.png,Feyenoord,€1K,62
France,R. Taillan,https://cdn.sofifa.org/players/4/19/243926.png,AS Béziers,€1K,62
Senegal,C. Sabaly,https://cdn.sofifa.org/players/4/19/244694.png,FC Metz,€1K,62
France,M. Phaeton,https://cdn.sofifa.org/players/4/19/246230.png,En Avant de Guingamp,€2K,62
Mexico,P. Uscanga,https://cdn.sofifa.org/players/4/19/190934.png,Querétaro,€2K,62
Netherlands,J. Konings,https://cdn.sofifa.org/players/4/19/244183.png,Heracles Almelo,€1K,62
Senegal,A. Ndiaye,https://cdn.sofifa.org/players/4/19/244695.png,FC Metz,€1K,62
Germany,A. Groiß,https://cdn.sofifa.org/players/4/19/245719.png,Karlsruher SC,€1K,62
Australia,C. Gameiro,https://cdn.sofifa.org/players/4/19/204248.png,Central Coast Mariners,€1K,62
England,I. Buckley-Ricketts,https://cdn.sofifa.org/players/4/19/223960.png,Peterborough United,€2K,62
Chile,F. Ahumada,https://cdn.sofifa.org/players/4/19/226264.png,CD Palestino,€1K,62
Estonia,A. Vaikla,https://cdn.sofifa.org/players/4/19/229848.png,Kristiansund BK,€1K,62
Spain,Kike,https://cdn.sofifa.org/players/4/19/236760.png,Real Valladolid CF,€1K,62
Saudi Arabia,A. Al Asmari,https://cdn.sofifa.org/players/4/19/240600.png,Ohod Club,€5K,62
United States,A. Roldan,https://cdn.sofifa.org/players/4/19/242648.png,Seattle Sounders FC,€1K,62
Denmark,D. Amankwaa,https://cdn.sofifa.org/players/4/19/201945.png,Heart of Midlothian,€1K,62
Montenegro,S. Balić,https://cdn.sofifa.org/players/4/19/206297.png,Zagłębie Lubin,€1K,62
Republic of Ireland,S. Griffin,https://cdn.sofifa.org/players/4/19/218585.png,Cork City,€1K,62
Czech Republic,M. Sadílek,https://cdn.sofifa.org/players/4/19/245209.png,PSV,€1K,62
Sweden,G. Jansson,https://cdn.sofifa.org/players/4/19/199130.png,IFK Norrköping,€1K,62
Republic of Ireland,C. Duffus,https://cdn.sofifa.org/players/4/19/216794.png,Waterford FC,€3K,62
France,F. Escales,https://cdn.sofifa.org/players/4/19/232410.png,Olympique de Marseille,€4K,62
Uruguay,A. Silva Quiroga,https://cdn.sofifa.org/players/4/19/244954.png,San Martín de San Juan,€2K,62
England,C. Humphreys-Grant,https://cdn.sofifa.org/players/4/19/223963.png,Manchester City,€6K,62
Japan,N. Sakemoto,https://cdn.sofifa.org/players/4/19/237787.png,Cerezo Osaka,€2K,62
Uruguay,G. Rodríguez,https://cdn.sofifa.org/players/4/19/244955.png,San Martín de San Juan,€2K,62
Netherlands,J. Teze,https://cdn.sofifa.org/players/4/19/245211.png,PSV,€1K,62
Japan,A. Tanaka,https://cdn.sofifa.org/players/4/19/236764.png,Kawasaki Frontale,€1K,62
Cyprus,H. Kyprianou,https://cdn.sofifa.org/players/4/19/221149.png,Southend United,€1K,62
Japan,S. Otsuki,https://cdn.sofifa.org/players/4/19/233181.png,Vissel Kobe,€2K,62
Japan,Y. Kimoto,https://cdn.sofifa.org/players/4/19/237789.png,Cerezo Osaka,€1K,62
Guinea Bissau,Baba Fernandes,https://cdn.sofifa.org/players/4/19/245213.png,Vitória de Setúbal,€1K,62
Switzerland,L. Walthert,https://cdn.sofifa.org/players/4/19/135646.png,Neuchâtel Xamax,€1K,62
Colombia,E. Ávila,https://cdn.sofifa.org/players/4/19/218846.png,Jaguares de Córdoba,€1K,62
Austria,P. Puchegger,https://cdn.sofifa.org/players/4/19/239582.png,SKN St. Pölten,€2K,62
Spain,Aarón,https://cdn.sofifa.org/players/4/19/220383.png,Granada CF,€1K,62
Republic of Ireland,B. Clarke,https://cdn.sofifa.org/players/4/19/157407.png,St. Patrick's Athletic,€1K,62
Norway,L. Grorud,https://cdn.sofifa.org/players/4/19/166879.png,Sandefjord Fotball,€1K,62
Norway,J. Kitolano,https://cdn.sofifa.org/players/4/19/234207.png,Wolverhampton Wanderers,€4K,62
China PR,Zhang Yu,https://cdn.sofifa.org/players/4/19/242911.png,Beijing Sinobo Guoan FC,€3K,62
England,O. Banks,https://cdn.sofifa.org/players/4/19/200928.png,Tranmere Rovers,€2K,62
Chile,C. Ponce,https://cdn.sofifa.org/players/4/19/214752.png,CD Everton de Viña del Mar,€1K,62
Spain,Abeledo,https://cdn.sofifa.org/players/4/19/220640.png,Gimnàstic de Tarragona,€2K,62
Scotland,A. McDonald,https://cdn.sofifa.org/players/4/19/241889.png,Heart of Midlothian,€1K,62
England,J. Laurent,https://cdn.sofifa.org/players/4/19/217826.png,Shrewsbury,€2K,62
Japan,K. Nakamura,https://cdn.sofifa.org/players/4/19/242914.png,Gamba Osaka,€1K,62
England,T. Davies,https://cdn.sofifa.org/players/4/19/222947.png,Coventry City,€2K,62
Chile,W. Piñones,https://cdn.sofifa.org/players/4/19/242147.png,Unión La Calera,€1K,62
France,A. Nouri,https://cdn.sofifa.org/players/4/19/243939.png,AS Béziers,€1K,62
Sweden,A. Tideman,https://cdn.sofifa.org/players/4/19/207588.png,Trelleborgs FF,€1K,62
Norway,H. Robstad,https://cdn.sofifa.org/players/4/19/232164.png,IK Start,€1K,62
Germany,K. Goden,https://cdn.sofifa.org/players/4/19/244708.png,1. FC Nürnberg,€2K,62
Saudi Arabia,S. Al Shehri,https://cdn.sofifa.org/players/4/19/211173.png,Al Raed,€4K,62
Spain,Alberto Redondo,https://cdn.sofifa.org/players/4/19/243429.png,Getafe CF,€2K,62
Japan,K. Shimura,https://cdn.sofifa.org/players/4/19/232678.png,Júbilo Iwata,€1K,62
Republic of Ireland,A. Connolly,https://cdn.sofifa.org/players/4/19/237286.png,Brighton & Hove Albion,€4K,62
England,H. Davis,https://cdn.sofifa.org/players/4/19/194790.png,Grimsby Town,€2K,62
Italy,M. Festa,https://cdn.sofifa.org/players/4/19/230631.png,Crotone,€1K,62
New Zealand,M. McGlinchey,https://cdn.sofifa.org/players/4/19/169447.png,Central Coast Mariners,€1K,62
Greece,M. Siabanis,https://cdn.sofifa.org/players/4/19/237543.png,PAOK,€1K,62
Slovenia,Z. Ljubijankič,https://cdn.sofifa.org/players/4/19/176103.png,Urawa Red Diamonds,€3K,62
Spain,Miguel Ángel,https://cdn.sofifa.org/players/4/19/243431.png,Getafe CF,€2K,62
Republic of Ireland,R. Murray,https://cdn.sofifa.org/players/4/19/194791.png,Sligo Rovers,€1K,62
DR Congo,Y. Ma-Kalambay,https://cdn.sofifa.org/players/4/19/152552.png,Wycombe Wanderers,€1K,62
Spain,Borja Domingo,https://cdn.sofifa.org/players/4/19/229864.png,CA Osasuna,€2K,62
Korea Republic,Kim Geon Ung,https://cdn.sofifa.org/players/4/19/231912.png,Ulsan Hyundai FC,€1K,62
Japan,R. Sawakami,https://cdn.sofifa.org/players/4/19/237800.png,Cerezo Osaka,€2K,62
England,E. Bwomono,https://cdn.sofifa.org/players/4/19/240616.png,Southend United,€1K,62
Croatia,M. Erlic,https://cdn.sofifa.org/players/4/19/244456.png,Spezia,€5K,62
England,I. Osbourne,https://cdn.sofifa.org/players/4/19/172265.png,Walsall,€2K,62
Germany,R. Herrmann,https://cdn.sofifa.org/players/4/19/239337.png,FC Erzgebirge Aue,€1K,62
Saudi Arabia,B. Al Seliteen,https://cdn.sofifa.org/players/4/19/210922.png,Al Raed,€4K,62
Iceland,H. Hauksson,https://cdn.sofifa.org/players/4/19/226538.png,AIK,€2K,62
Chile,D. Gonzalez,https://cdn.sofifa.org/players/4/19/233706.png,CD O'Higgins,€1K,62
Chile,J. Verdugo,https://cdn.sofifa.org/players/4/19/219627.png,CD Huachipato,€1K,62
Japan,A. Hasegawa,https://cdn.sofifa.org/players/4/19/229355.png,Nagoya Grampus,€2K,62
Colombia,J. Marulanda,https://cdn.sofifa.org/players/4/19/242155.png,Itagüí Leones FC,€1K,62
Colombia,M. Vallecilla,https://cdn.sofifa.org/players/4/19/227052.png,Atlético Bucaramanga,€1K,62
Germany,P. Choroba,https://cdn.sofifa.org/players/4/19/243692.png,SG Sonnenhof Großaspach,€1K,62
France,D. Guidi,https://cdn.sofifa.org/players/4/19/244460.png,GFC Ajaccio,€1K,62
Honduras,W. Decas,https://cdn.sofifa.org/players/4/19/244716.png,CD Nacional,€1K,62
Croatia,M. Marić,https://cdn.sofifa.org/players/4/19/212973.png,Lillestrøm SK,€3K,62
Saudi Arabia,M. Tombakti,https://cdn.sofifa.org/players/4/19/231661.png,Ohod Club,€3K,62
Belgium,A. Castro-Montes,https://cdn.sofifa.org/players/4/19/233965.png,KAS Eupen,€2K,62
Germany,L. Hemmerich,https://cdn.sofifa.org/players/4/19/239341.png,FC Erzgebirge Aue,€1K,62
Mexico,E. García,https://cdn.sofifa.org/players/4/19/240109.png,Club Atlas,€2K,62
Australia,L. Reddy,https://cdn.sofifa.org/players/4/19/180717.png,Perth Glory,€1K,62
Paraguay,G. Ávalos,https://cdn.sofifa.org/players/4/19/226286.png,Godoy Cruz,€3K,62
Japan,N. Sakurauchi,https://cdn.sofifa.org/players/4/19/232686.png,Júbilo Iwata,€1K,62
Cameroon,H. Ndam,https://cdn.sofifa.org/players/4/19/237550.png,New York Red Bulls,€1K,62
Brazil,Ricardo Friedrich,https://cdn.sofifa.org/players/4/19/242159.png,FK Bodø/Glimt,€1K,62
Korea Republic,Jeong Tae Wook,https://cdn.sofifa.org/players/4/19/238576.png,Jeju United FC,€1K,62
Norway,M. Lode,https://cdn.sofifa.org/players/4/19/242160.png,FK Bodø/Glimt,€1K,62
Germany,S. Rhein,https://cdn.sofifa.org/players/4/19/246256.png,1. FC Nürnberg,€3K,62
Iceland,O. Karlsson,https://cdn.sofifa.org/players/4/19/216817.png,Trelleborgs FF,€1K,62
Germany,F. Arkenberg,https://cdn.sofifa.org/players/4/19/233969.png,Hallescher FC,€1K,62
Venezuela,D. Pérez,https://cdn.sofifa.org/players/4/19/244209.png,Colo-Colo,€1K,62
Spain,Rubén Enri,https://cdn.sofifa.org/players/4/19/245745.png,CF Reus Deportiu,€1K,62
Australia,M. Simon,https://cdn.sofifa.org/players/4/19/183025.png,Central Coast Mariners,€1K,62
Argentina,P. Magnín,https://cdn.sofifa.org/players/4/19/215026.png,San Martín de San Juan,€3K,62
Egypt,A. Mostafa,https://cdn.sofifa.org/players/4/19/243954.png,KAA Gent,€3K,62
Scotland,T. Aldred,https://cdn.sofifa.org/players/4/19/190962.png,Motherwell,€3K,62
Portugal,João Pereira,https://cdn.sofifa.org/players/4/19/198899.png,SønderjyskE,€2K,62
Argentina,F. Álvarez,https://cdn.sofifa.org/players/4/19/220147.png,Belgrano de Córdoba,€2K,62
Sweden,V. Gyökeres,https://cdn.sofifa.org/players/4/19/241651.png,Brighton & Hove Albion,€6K,62
Italy,P. Beruatto,https://cdn.sofifa.org/players/4/19/245491.png,Juventus,€5K,62
Sweden,E. Dahlin,https://cdn.sofifa.org/players/4/19/182003.png,IFK Göteborg,€1K,62
Argentina,J. Papaleo,https://cdn.sofifa.org/players/4/19/226804.png,Unión de Santa Fe,€2K,62
Bosnia Herzegovina,D. Šarić,https://cdn.sofifa.org/players/4/19/240628.png,Carpi,€1K,62
Republic of Ireland,T. Field,https://cdn.sofifa.org/players/4/19/220149.png,Cheltenham Town,€5K,62
Colombia,D. Córdoba,https://cdn.sofifa.org/players/4/19/232949.png,Jaguares de Córdoba,€1K,62
Sweden,E. Figueroa,https://cdn.sofifa.org/players/4/19/241653.png,IF Brommapojkarna,€1K,62
England,J. Shea,https://cdn.sofifa.org/players/4/19/193013.png,Luton Town,€2K,62
Saudi Arabia,A. Al Nazera,https://cdn.sofifa.org/players/4/19/214007.png,Al Fateh,€5K,62
China PR,Zheng Kaimu,https://cdn.sofifa.org/players/4/19/222199.png,Guizhou Hengfeng FC,€3K,62
England,S. Humphrys,https://cdn.sofifa.org/players/4/19/229367.png,Scunthorpe United,€7K,62
England,D. Sterling,https://cdn.sofifa.org/players/4/19/238071.png,Coventry City,€1K,62
Poland,K. Michalak,https://cdn.sofifa.org/players/4/19/240119.png,Lechia Gdańsk,€1K,62
Nigeria,E. Ogude,https://cdn.sofifa.org/players/4/19/243703.png,Vendsyssel FF,€2K,62
England,K. Kennedy,https://cdn.sofifa.org/players/4/19/210424.png,Shrewsbury,€2K,62
Turkey,C. Koca,https://cdn.sofifa.org/players/4/19/226552.png,Fenerbahçe SK,€7K,62
Colombia,O. Balanta,https://cdn.sofifa.org/players/4/19/227576.png,Boyacá Chicó FC,€1K,62
Germany,A. Karazor,https://cdn.sofifa.org/players/4/19/239096.png,Holstein Kiel,€2K,62
Netherlands,T. Doornbusch,https://cdn.sofifa.org/players/4/19/240888.png,SC Heerenveen,€1K,62
Turkey,S. Polat,https://cdn.sofifa.org/players/4/19/226553.png,Atiker Konyaspor,€2K,62
Costa Rica,A. Lassiter,https://cdn.sofifa.org/players/4/19/229881.png,LA Galaxy,€1K,62
England,G. Miller,https://cdn.sofifa.org/players/4/19/231929.png,Bradford City,€5K,62
England,C. Brittain,https://cdn.sofifa.org/players/4/19/232185.png,Milton Keynes Dons,€2K,62
Australia,J. Champness,https://cdn.sofifa.org/players/4/19/240633.png,Newcastle Jets,€1K,62
Norway,E. Jonassen Sætervik,https://cdn.sofifa.org/players/4/19/192761.png,FK Bodø/Glimt,€1K,62
Scotland,C. Kane,https://cdn.sofifa.org/players/4/19/204282.png,St. Johnstone FC,€1K,62
Netherlands,M. Brouwer,https://cdn.sofifa.org/players/4/19/215546.png,Heracles Almelo,€1K,62
Italy,P. Maronilli,https://cdn.sofifa.org/players/4/19/240634.png,Cittadella,€1K,62
Denmark,M. Frankoch,https://cdn.sofifa.org/players/4/19/243706.png,Vendsyssel FF,€2K,62
Germany,L. Bender,https://cdn.sofifa.org/players/4/19/189434.png,FC Energie Cottbus,€1K,62
Turkey,A. Ildız,https://cdn.sofifa.org/players/4/19/238587.png,Yeni Malatyaspor,€2K,62
France,A. Dabo,https://cdn.sofifa.org/players/4/19/241403.png,FC Nantes,€2K,62
Nigeria,S. Odey,https://cdn.sofifa.org/players/4/19/241659.png,FC Zürich,€2K,62
Tunisia,M. Zemzemi,https://cdn.sofifa.org/players/4/19/242683.png,RC Strasbourg Alsace,€2K,62
Japan,T. Takagi,https://cdn.sofifa.org/players/4/19/244219.png,Kashiwa Reysol,€2K,62
France,I. Cissé,https://cdn.sofifa.org/players/4/19/225532.png,Angers SCO,€3K,62
Sweden,R. Kaib,https://cdn.sofifa.org/players/4/19/235516.png,IF Elfsborg,€1K,62
United States,S. Adekoya,https://cdn.sofifa.org/players/4/19/237308.png,Vendsyssel FF,€2K,62
Sweden,F. Motori,https://cdn.sofifa.org/players/4/19/242172.png,Trelleborgs FF,€1K,62
France,I. Diarra,https://cdn.sofifa.org/players/4/19/243452.png,FC Girondins de Bordeaux,€5K,62
Wales,L. Price,https://cdn.sofifa.org/players/4/19/53756.png,Rotherham United,€4K,62
Poland,T. Socha,https://cdn.sofifa.org/players/4/19/188924.png,Arka Gdynia,€1K,62
Ukraine,V. Tankovskyi,https://cdn.sofifa.org/players/4/19/237053.png,Shakhtar Donetsk,€1K,62
France,A. Adouyev,https://cdn.sofifa.org/players/4/19/244477.png,Montpellier HSC,€2K,62
Sweden,I. Dresevic,https://cdn.sofifa.org/players/4/19/235519.png,IF Elfsborg,€1K,62
Republic of Ireland,J. Devitt,https://cdn.sofifa.org/players/4/19/189695.png,Carlisle United,€2K,62
Italy,P. Maiorino,https://cdn.sofifa.org/players/4/19/192255.png,Livorno,€1K,62
Korea Republic,Kim Ji Min,https://cdn.sofifa.org/players/4/19/210944.png,Pohang Steelers,€2K,61
Northern Ireland,S. Dooley,https://cdn.sofifa.org/players/4/19/223744.png,Rochdale,€1K,61
England,B. White,https://cdn.sofifa.org/players/4/19/231936.png,Brighton & Hove Albion,€5K,61
Turkey,A. Sevinç,https://cdn.sofifa.org/players/4/19/237312.png,Trabzonspor,€3K,61
Netherlands,P. Struijk,https://cdn.sofifa.org/players/4/19/239360.png,Leeds United,€3K,61
Mexico,J. Estrada,https://cdn.sofifa.org/players/4/19/240128.png,Club Atlas,€2K,61
Netherlands,M. Reuvers,https://cdn.sofifa.org/players/4/19/241408.png,"NAC Breda",€1K,61
Argentina,F. Pereyra,https://cdn.sofifa.org/players/4/19/242944.png,CD Huachipato,€1K,61
Denmark,S. Poulsen,https://cdn.sofifa.org/players/4/19/152065.png,SønderjyskE,€2K,61
Mexico,A. Cervantes,https://cdn.sofifa.org/players/4/19/239617.png,Guadalajara,€4K,61
France,I. Marega,https://cdn.sofifa.org/players/4/19/243713.png,Stade Malherbe Caen,€3K,61
Denmark,S. Czajkowski,https://cdn.sofifa.org/players/4/19/243969.png,Vendsyssel FF,€2K,61
Argentina,M. Insaurralde,https://cdn.sofifa.org/players/4/19/245249.png,San Lorenzo de Almagro,€2K,61
Norway,P. Heigre,https://cdn.sofifa.org/players/4/19/210690.png,Strømsgodset IF,€1K,61
United States,K. Garcia,https://cdn.sofifa.org/players/4/19/228098.png,Houston Dynamo,€1K,61
England,A. Edun,https://cdn.sofifa.org/players/4/19/229378.png,Ipswich Town,€6K,61
Chile,S. Cordero,https://cdn.sofifa.org/players/4/19/232194.png,CD Antofagasta,€1K,61
Colombia,J. Ramírez,https://cdn.sofifa.org/players/4/19/242178.png,Atlético Nacional,€1K,61
England,C. Jones,https://cdn.sofifa.org/players/4/19/242434.png,Liverpool,€7K,61
England,A. Nabi,https://cdn.sofifa.org/players/4/19/204291.png,Dundee FC,€1K,61
Saudi Arabia,D. Al Saeed,https://cdn.sofifa.org/players/4/19/228611.png,Al Hazem,€2K,61
United States,B. Meredith,https://cdn.sofifa.org/players/4/19/202244.png,Seattle Sounders FC,€1K,61
England,L. Cole,https://cdn.sofifa.org/players/4/19/203268.png,Tranmere Rovers,€2K,61
Argentina,F. Medina,https://cdn.sofifa.org/players/4/19/236804.png,Club Atlético Talleres,€1K,61
Denmark,D. Anyembe,https://cdn.sofifa.org/players/4/19/234501.png,Esbjerg fB,€1K,61
Spain,Meseguer,https://cdn.sofifa.org/players/4/19/246277.png,Rayo Vallecano,€1K,61
England,C. Roberts,https://cdn.sofifa.org/players/4/19/226822.png,Newcastle United,€5K,61
Belgium,O. Rommens,https://cdn.sofifa.org/players/4/19/238854.png,"NAC Breda",€1K,61
United States,J. Robinson,https://cdn.sofifa.org/players/4/19/221447.png,DC United,€1K,61
England,B. Collins,https://cdn.sofifa.org/players/4/19/225543.png,Burton Albion,€1K,61
Mexico,R. Torres,https://cdn.sofifa.org/players/4/19/239623.png,Tigres U.A.N.L.,€6K,61
Argentina,J. Méndez,https://cdn.sofifa.org/players/4/19/241927.png,Argentinos Juniors,€2K,61
Argentina,W. Bracamonte,https://cdn.sofifa.org/players/4/19/236296.png,Unión de Santa Fe,€2K,61
Italy,I. Pedrelli,https://cdn.sofifa.org/players/4/19/178696.png,Livorno,€1K,61
