Name,Photo,Overall,Potential,Value,Wage,Age,Height,Club,Nationality,League,Country,InternationalReputation
N. Ofoborh,https://cdn.sofifa.org/players/4/19/243044.png,59,75,NA,3,18,6'0,Bournemouth,Nigeria,Premier League,UK,1
N. Opoku,https://cdn.sofifa.org/players/4/19/245022.png,66,80,1.3,5,20,6'3,Udinese,Ghana,Serie A,Italy,1
N. Otamendi,https://cdn.sofifa.org/players/4/19/192366.png,85,85,28.5,170,30,6'0,Manchester City,Argentina,Premier League,UK,3
N. Ozokwo,https://cdn.sofifa.org/players/4/19/185185.png,68,68,NA,9,29,5'10,MKE Ankaragücü,Nigeria,Süper Lig,Turkey,1
N. Pallois,https://cdn.sofifa.org/players/4/19/199393.png,77,77,6.5,25,30,6'2,FC Nantes,France,Ligue 1,France,2
N. Paz,https://cdn.sofifa.org/players/4/19/219451.png,70,75,2,15,26,6'4,Bologna,Argentina,Serie A,Italy,1
N. Pedersen,https://cdn.sofifa.org/players/4/19/172470.png,68,68,NA,4,30,6'2,FC Emmen,Denmark,Eredivisie,Netherlands,1
N. Pejović,https://cdn.sofifa.org/players/4/19/240737.png,56,73,NA,1,19,6'1,Empoli,Serbia,Serie A,Italy,NA
N. Pépé,https://cdn.sofifa.org/players/4/19/226110.png,76,84,11.5,26,23,6'0,LOSC Lille,Ivory Coast,Ligue 1,France,1
N. Petersen,https://cdn.sofifa.org/players/4/19/183580.png,79,79,12.5,35,29,6'2,SC Freiburg,Germany,Bundesliga,Germany,2
N. Phillips,https://cdn.sofifa.org/players/4/19/240926.png,61,74,NA,9,21,6'2,Liverpool,England,Premier League,UK,1
N. Pope,https://cdn.sofifa.org/players/4/19/203841.png,80,83,13,48,26,6'7,Burnley,England,Premier League,UK,1
N. Radoja,https://cdn.sofifa.org/players/4/19/225028.png,76,81,10,22,25,6'1,RC Celta,Serbia,La Liga,Spain,1
N. Radonjić,https://cdn.sofifa.org/players/4/19/243656.png,73,80,5.5,31,22,6'1,Olympique de Marseille,Serbia,Ligue 1,France,NA
N. Redmond,https://cdn.sofifa.org/players/4/19/198719.png,75,79,8.5,36,24,5'8,Southampton,England,Premier League,UK,2
N. Rigoni,https://cdn.sofifa.org/players/4/19/190330.png,74,74,6,15,27,6'2,Chievo Verona,Italy,Serie A,Italy,1
N. Röseler,https://cdn.sofifa.org/players/4/19/205045.png,68,70,NA,3,26,6'3,VVV-Venlo,Germany,Eredivisie,Netherlands,1
N. Roux,https://cdn.sofifa.org/players/4/19/183982.png,75,75,6.5,24,30,6'0,En Avant de Guingamp,France,Ligue 1,France,2
N. Şahin,https://cdn.sofifa.org/players/4/19/170797.png,79,79,10,32,29,5'11,SV Werder Bremen,Turkey,Bundesliga,Germany,NA
N. Sangaré,https://cdn.sofifa.org/players/4/19/238660.png,69,75,1.2,7,24,6'1,Antalyaspor,Turkey,Süper Lig,Turkey,1
N. Sansone,https://cdn.sofifa.org/players/4/19/201858.png,76,77,9,32,26,5'9,Villarreal CF,Italy,La Liga,Spain,2
N. Sarenren Bazee,https://cdn.sofifa.org/players/4/19/233472.png,70,78,2.6,13,21,6'0,Hannover 96,Nigeria,Bundesliga,Germany,1
N. Schulz,https://cdn.sofifa.org/players/4/19/200536.png,80,81,14.5,37,25,5'11,TSG 1899 Hoffenheim,Germany,Bundesliga,Germany,1
N. Skubic,https://cdn.sofifa.org/players/4/19/231095.png,73,73,3,14,29,5'10,Atiker Konyaspor,Slovenia,Süper Lig,Turkey,1
N. Sliti,https://cdn.sofifa.org/players/4/19/205257.png,76,77,9,15,25,5'8,Dijon FCO,Tunisia,Ligue 1,France,1
N. Spolli,https://cdn.sofifa.org/players/4/19/171830.png,75,75,1.6,11,35,6'4,Genoa,Argentina,Serie A,Italy,2
N. Stark,https://cdn.sofifa.org/players/4/19/212977.png,78,84,12,24,23,6'3,Hertha BSC,Germany,Bundesliga,Germany,1
N. Stierlin,https://cdn.sofifa.org/players/4/19/242328.png,62,76,NA,3,18,6'0,RB Leipzig,Germany,Bundesliga,Germany,1
N. Süle,https://cdn.sofifa.org/players/4/19/212190.png,84,90,36.5,84,22,6'5,FC Bayern München,Germany,Bundesliga,Germany,2
N. Tagliafico,https://cdn.sofifa.org/players/4/19/211256.png,80,82,15,20,25,5'7,Ajax,Argentina,Eredivisie,Netherlands,2
N. Tomović,https://cdn.sofifa.org/players/4/19/194203.png,75,75,4.9,15,30,6'0,Chievo Verona,Serbia,Serie A,Italy,NA
N. Trott,https://cdn.sofifa.org/players/4/19/238060.png,59,76,NA,2,19,6'0,West Ham United,England,Premier League,UK,1
N. Uysal,https://cdn.sofifa.org/players/4/19/193945.png,73,75,3.9,32,27,5'11,Beşiktaş JK,Turkey,Süper Lig,Turkey,NA
N. van den Dam,https://cdn.sofifa.org/players/4/19/246327.png,54,71,NA,1,19,6'5,De Graafschap,Netherlands,Eredivisie,Netherlands,1
N. Venema,https://cdn.sofifa.org/players/4/19/237726.png,65,77,NA,3,19,5'11,FC Utrecht,Netherlands,Eredivisie,Netherlands,1
N. Viergever,https://cdn.sofifa.org/players/4/19/193440.png,75,75,5.5,15,28,6'0,PSV,Netherlands,Eredivisie,Netherlands,1
N. Vukčević,https://cdn.sofifa.org/players/4/19/221016.png,76,79,8,21,26,6'0,Levante UD,Montenegro,La Liga,Spain,NA
N. Zaniolo,https://cdn.sofifa.org/players/4/19/238067.png,66,84,1.3,7,18,6'3,Roma,Italy,Serie A,Italy,1
Nacho,https://cdn.sofifa.org/players/4/19/212183.png,74,74,4.3,17,29,5'9,Real Valladolid CF,Spain,La Liga,Spain,1
Nacho Fernández,https://cdn.sofifa.org/players/4/19/200724.png,83,85,24.5,180,28,5'11,Real Madrid,Spain,La Liga,Spain,2
Nacho Monreal,https://cdn.sofifa.org/players/4/19/177604.png,80,80,8,99,32,5'10,Arsenal,Spain,Premier League,UK,2
Nadjack,https://cdn.sofifa.org/players/4/19/234667.png,67,72,NA,3,24,6'0,Rio Ave FC,Guinea Bissau,Liga Nos,Portugal,1
Naldo,https://cdn.sofifa.org/players/4/19/171919.png,85,85,9,38,35,6'6,FC Schalke 04,Brazil,Bundesliga,Germany,3
Naldo1,https://cdn.sofifa.org/players/4/19/202054.png,75,75,5,24,29,6'2,RCD Espanyol,Brazil,La Liga,Spain,1
Nani,https://cdn.sofifa.org/players/4/19/139068.png,81,81,15.5,19,31,5'10,Sporting CP,Portugal,Liga Nos,Portugal,3
Nélson Lenho,https://cdn.sofifa.org/players/4/19/193695.png,71,71,NA,8,34,5'10,CD Aves,Portugal,Liga Nos,Portugal,1
Nélson Monte,https://cdn.sofifa.org/players/4/19/222598.png,71,77,2.8,5,22,6'2,Rio Ave FC,Portugal,Liga Nos,Portugal,1
Nélson Semedo,https://cdn.sofifa.org/players/4/19/227928.png,81,86,20,125,24,5'10,FC Barcelona,Portugal,La Liga,Spain,2
Nenê,https://cdn.sofifa.org/players/4/19/178264.png,70,70,NA,5,34,6'0,Moreirense FC,Brazil,Liga Nos,Portugal,2
Neris,https://cdn.sofifa.org/players/4/19/233647.png,67,72,NA,3,26,6'3,Boavista FC,Brazil,Liga Nos,Portugal,1
Neto,https://cdn.sofifa.org/players/4/19/194404.png,83,84,21,41,28,6'3,Valencia CF,Brazil,La Liga,Spain,2
Neymar Jr,https://cdn.sofifa.org/players/4/19/190871.png,92,93,118.5,290,26,5'9,Paris Saint-Germain,Brazil,Ligue 1,France,5
Nicolas,https://cdn.sofifa.org/players/4/19/205496.png,69,69,NA,2,30,6'3,Udinese,Brazil,Serie A,Italy,1
Nildo Petrolina,https://cdn.sofifa.org/players/4/19/204823.png,73,73,3.1,12,32,5'9,CD Aves,Brazil,Liga Nos,Portugal,1
Niltinho,https://cdn.sofifa.org/players/4/19/230581.png,69,72,1.3,5,24,5'9,GD Chaves,Brazil,Liga Nos,Portugal,1
Nolaskoain,https://cdn.sofifa.org/players/4/19/241489.png,67,78,1.1,3,19,6'1,Athletic Club de Bilbao,Spain,La Liga,Spain,1
Nolito,https://cdn.sofifa.org/players/4/19/199561.png,79,79,11,21,31,5'9,Sevilla FC,Spain,La Liga,Spain,3
Nuno André Coelho,https://cdn.sofifa.org/players/4/19/178684.png,70,70,1,6,32,6'4,GD Chaves,Portugal,Liga Nos,Portugal,1
Nuno Campos,https://cdn.sofifa.org/players/4/19/210557.png,68,73,NA,4,25,5'8,CD Nacional,Portugal,Liga Nos,Portugal,1
Nuno Coelho,https://cdn.sofifa.org/players/4/19/177137.png,72,72,2.3,5,30,6'0,Os Belenenses,Portugal,Liga Nos,Portugal,1
Nuno da Costa,https://cdn.sofifa.org/players/4/19/230857.png,72,73,3.6,15,27,6'0,RC Strasbourg Alsace,Cape Verde,Ligue 1,France,1
Nuno Macedo,https://cdn.sofifa.org/players/4/19/240135.png,63,72,NA,1,19,6'0,Moreirense FC,Portugal,Liga Nos,Portugal,1
Nuno Pinto,https://cdn.sofifa.org/players/4/19/179884.png,75,75,4.4,7,31,5'8,Vitória de Setúbal,Portugal,Liga Nos,Portugal,1
Nuno Santos,https://cdn.sofifa.org/players/4/19/227890.png,71,76,3.2,6,23,5'10,Rio Ave FC,Portugal,Liga Nos,Portugal,1
Nuno Tomás,https://cdn.sofifa.org/players/4/19/231142.png,68,71,NA,3,22,6'0,Os Belenenses,Portugal,Liga Nos,Portugal,1
Nuno Valente,https://cdn.sofifa.org/players/4/19/222533.png,67,68,NA,3,26,5'9,Vitória de Setúbal,Portugal,Liga Nos,Portugal,1
O. Adın,https://cdn.sofifa.org/players/4/19/143617.png,70,70,1.4,10,32,5'9,Antalyaspor,Turkey,Süper Lig,Turkey,1
O. Aina,https://cdn.sofifa.org/players/4/19/224656.png,71,80,3.2,16,21,6'0,Torino,Nigeria,Serie A,Italy,1
O. Atasayar,https://cdn.sofifa.org/players/4/19/237374.png,64,72,NA,3,23,6'0,Bursaspor,Turkey,Süper Lig,Turkey,1
O. Aydoğan,https://cdn.sofifa.org/players/4/19/224308.png,64,69,NA,7,21,5'9,Beşiktaş JK,Germany,Süper Lig,Turkey,NA
O. Ayık,https://cdn.sofifa.org/players/4/19/198142.png,64,64,NA,4,28,5'11,Akhisar Belediyespor,Turkey,Süper Lig,Turkey,1
O. Batista Meier,https://cdn.sofifa.org/players/4/19/244024.png,63,83,NA,5,17,5'10,FC Bayern München,Germany,Bundesliga,Germany,1
O. Baumann,https://cdn.sofifa.org/players/4/19/193698.png,83,84,21,42,28,6'2,TSG 1899 Hoffenheim,Germany,Bundesliga,Germany,2
O. Bayode,https://cdn.sofifa.org/players/4/19/240732.png,55,63,NA,3,19,5'10,Burnley,England,Premier League,UK,1
O. Bayram,https://cdn.sofifa.org/players/4/19/193201.png,71,72,2.3,29,26,5'8,Galatasaray SK,Turkey,Süper Lig,Turkey,1
O. Berber,https://cdn.sofifa.org/players/4/19/224528.png,65,68,NA,4,26,5'9,Kayserispor,Turkey,Süper Lig,Turkey,1
O. Boscagli,https://cdn.sofifa.org/players/4/19/225863.png,71,81,3.3,12,20,5'11,OGC Nice,France,Ligue 1,France,1
O. Boussaid,https://cdn.sofifa.org/players/4/19/244602.png,63,77,NA,2,18,5'5,FC Utrecht,Belgium,Eredivisie,Netherlands,1
O. Bouy,https://cdn.sofifa.org/players/4/19/203399.png,66,72,NA,10,25,5'11,PEC Zwolle,Netherlands,Eredivisie,Netherlands,1
O. Buur Rasmussen,https://cdn.sofifa.org/players/4/19/229050.png,57,71,NA,5,20,5'9,Wolverhampton Wanderers,Denmark,Premier League,UK,1
O. Çelik,https://cdn.sofifa.org/players/4/19/229057.png,64,65,NA,4,26,6'0,Antalyaspor,Turkey,Süper Lig,Turkey,NA
O. Čelůstka,https://cdn.sofifa.org/players/4/19/188038.png,67,67,NA,6,29,6'1,Antalyaspor,Czech Republic,Süper Lig,Turkey,NA
O. Colley,https://cdn.sofifa.org/players/4/19/226536.png,76,81,8.5,28,25,6'3,Sampdoria,Gambia,Serie A,Italy,1
O. Darfalou,https://cdn.sofifa.org/players/4/19/243806.png,69,74,1.4,7,24,6'2,Vitesse,Algeria,Eredivisie,Netherlands,1
O. Dembélé,https://cdn.sofifa.org/players/4/19/231443.png,83,92,40,155,21,5'10,FC Barcelona,France,La Liga,Spain,3
O. Dramé,https://cdn.sofifa.org/players/4/19/205711.png,70,71,2.1,5,25,5'9,Os Belenenses,France,Liga Nos,Portugal,1
O. Duarte,https://cdn.sofifa.org/players/4/19/212772.png,75,75,5,24,29,6'1,RCD Espanyol,Costa Rica,La Liga,Spain,1
O. Duda,https://cdn.sofifa.org/players/4/19/222148.png,75,82,9.5,22,23,5'11,Hertha BSC,Slovakia,Bundesliga,Germany,1
O. El Hajjam,https://cdn.sofifa.org/players/4/19/234514.png,72,73,2.9,13,27,5'11,Amiens SC,Morocco,Ligue 1,France,1
O. Fink,https://cdn.sofifa.org/players/4/19/167452.png,71,71,NA,14,36,6'2,Fortuna Düsseldorf,Germany,Bundesliga,Germany,1
O. Framelin,https://cdn.sofifa.org/players/4/19/235483.png,63,69,NA,1,21,6'1,CD Nacional,Cameroon,Liga Nos,Portugal,1
O. Giroud,https://cdn.sofifa.org/players/4/19/178509.png,82,82,20,140,31,6'4,Chelsea,France,Premier League,UK,3
O. Güler,https://cdn.sofifa.org/players/4/19/225843.png,63,69,NA,3,23,5'11,Akhisar Belediyespor,Turkey,Süper Lig,Turkey,1
O. Haddadi,https://cdn.sofifa.org/players/4/19/237548.png,71,74,2.4,9,26,6'0,Dijon FCO,Tunisia,Ligue 1,France,1
O. Hamzaoui,https://cdn.sofifa.org/players/4/19/235409.png,69,69,1.1,6,27,6'1,CD Nacional,Algeria,Liga Nos,Portugal,1
O. Hiljemark,https://cdn.sofifa.org/players/4/19/202944.png,73,75,4.8,14,26,6'0,Genoa,Sweden,Serie A,Italy,1
O. Hurmacı,https://cdn.sofifa.org/players/4/19/178029.png,72,72,2.7,11,31,5'9,BB Erzurumspor,Turkey,Süper Lig,Turkey,1
O. Idrissi,https://cdn.sofifa.org/players/4/19/228747.png,72,79,4.4,11,22,6'0,AZ Alkmaar,Netherlands,Eredivisie,Netherlands,1
O. Kabak,https://cdn.sofifa.org/players/4/19/239890.png,62,77,NA,3,18,6'1,Galatasaray SK,Turkey,Süper Lig,Turkey,1
O. Karnezis,https://cdn.sofifa.org/players/4/19/183497.png,79,79,7,48,32,6'3,Napoli,Greece,Serie A,Italy,2
O. Käuper,https://cdn.sofifa.org/players/4/19/238786.png,66,76,1,6,21,6'2,SV Werder Bremen,Germany,Bundesliga,Germany,1
O. Kemen,https://cdn.sofifa.org/players/4/19/220175.png,70,79,2.7,21,21,5'10,Olympique Lyonnais,France,Ligue 1,France,1
O. Kıvrak,https://cdn.sofifa.org/players/4/19/186953.png,77,77,5.5,24,30,6'2,Trabzonspor,Turkey,Süper Lig,Turkey,2
O. Kocuk,https://cdn.sofifa.org/players/4/19/223175.png,64,73,NA,2,22,6'2,Bursaspor,Turkey,Süper Lig,Turkey,1
O. Kökçü,https://cdn.sofifa.org/players/4/19/243245.png,63,80,NA,1,17,5'11,Feyenoord,Netherlands,Eredivisie,Netherlands,1
O. Kucher,https://cdn.sofifa.org/players/4/19/162508.png,74,74,1.3,9,35,6'0,Kayserispor,Ukraine,Süper Lig,Turkey,1
O. Mandanda,https://cdn.sofifa.org/players/4/19/240752.png,64,79,NA,2,19,5'10,FC Girondins de Bordeaux,France,Ligue 1,France,1
O. Mihálik,https://cdn.sofifa.org/players/4/19/242341.png,67,75,1.1,4,21,6'2,AZ Alkmaar,Czech Republic,Eredivisie,Netherlands,1
O. Niasse,https://cdn.sofifa.org/players/4/19/208339.png,75,75,7,82,28,6'0,Everton,Senegal,Premier League,UK,1
O. O'Dwyer,https://cdn.sofifa.org/players/4/19/231182.png,56,69,NA,4,20,6'7,Crystal Palace,England,Premier League,UK,1
O. Ökke,https://cdn.sofifa.org/players/4/19/240483.png,59,68,NA,2,22,5'7,Yeni Malatyaspor,Turkey,Süper Lig,Turkey,NA
O. Okwonkwo,https://cdn.sofifa.org/players/4/19/236836.png,70,85,3.9,14,20,5'11,Bologna,Nigeria,Serie A,Italy,1
O. Onazi,https://cdn.sofifa.org/players/4/19/202934.png,75,78,7,25,25,5'8,Trabzonspor,Nigeria,Süper Lig,Turkey,1
O. Özenç,https://cdn.sofifa.org/players/4/19/229052.png,64,69,NA,3,25,6'3,Antalyaspor,Turkey,Süper Lig,Turkey,NA
O. Özyakup,https://cdn.sofifa.org/players/4/19/196934.png,78,81,13,47,25,5'11,Beşiktaş JK,Turkey,Süper Lig,Turkey,NA
O. Petrák,https://cdn.sofifa.org/players/4/19/204939.png,70,73,1.8,12,26,6'1,1. FC Nürnberg,Czech Republic,Bundesliga,Germany,1
O. Rashid,https://cdn.sofifa.org/players/4/19/200683.png,71,74,2.9,4,26,5'9,Santa Clara,Iraq,Liga Nos,Portugal,1
O. Rommens,https://cdn.sofifa.org/players/4/19/238854.png,61,67,NA,1,23,5'7,"NAC Breda",Belgium,Eredivisie,Netherlands,1
O. Şahan,https://cdn.sofifa.org/players/4/19/189491.png,74,74,4.9,26,31,5'10,Trabzonspor,Turkey,Süper Lig,Turkey,NA
O. Şahin,https://cdn.sofifa.org/players/4/19/245101.png,56,64,NA,2,20,5'9,BB Erzurumspor,Turkey,Süper Lig,Turkey,NA
O. Şahiner,https://cdn.sofifa.org/players/4/19/223017.png,75,76,8,18,26,5'9,Atiker Konyaspor,Turkey,Süper Lig,Turkey,NA
O. Scarione,https://cdn.sofifa.org/players/4/19/165520.png,69,69,NA,12,32,5'10,Göztepe SK,Argentina,Süper Lig,Turkey,2
O. Şişmanoğlu,https://cdn.sofifa.org/players/4/19/184518.png,72,72,3.2,13,28,6'1,Yeni Malatyaspor,Germany,Süper Lig,Turkey,NA
O. Skipp,https://cdn.sofifa.org/players/4/19/241042.png,64,83,NA,6,17,5'9,Tottenham Hotspur,England,Premier League,UK,1
O. Solet,https://cdn.sofifa.org/players/4/19/242238.png,63,83,NA,4,18,6'4,Olympique Lyonnais,France,Ligue 1,France,1
O. Sorg,https://cdn.sofifa.org/players/4/19/201016.png,73,73,3.2,25,28,5'9,Hannover 96,Germany,Bundesliga,Germany,2
O. Stijepović,https://cdn.sofifa.org/players/4/19/243510.png,63,77,NA,3,18,5'10,Sampdoria,Montenegro,Serie A,Italy,NA
O. Tannane,https://cdn.sofifa.org/players/4/19/208045.png,74,78,7.5,25,24,5'10,FC Utrecht,Morocco,Eredivisie,Netherlands,1
O. Toprak,https://cdn.sofifa.org/players/4/19/185239.png,81,82,16,59,28,6'1,Borussia Dortmund,Turkey,Bundesliga,Germany,3
O. Trejo,https://cdn.sofifa.org/players/4/19/173030.png,77,77,8.5,21,30,5'11,Rayo Vallecano,Argentina,La Liga,Spain,1
O. Velanas,https://cdn.sofifa.org/players/4/19/237732.png,63,74,NA,3,20,6'0,FC Utrecht,Netherlands,Eredivisie,Netherlands,1
O. Vlachodimos,https://cdn.sofifa.org/players/4/19/211990.png,76,83,8,7,24,6'2,SL Benfica,Greece,Liga Nos,Portugal,1
O. Wendt,https://cdn.sofifa.org/players/4/19/144429.png,76,76,4.3,24,32,5'11,Borussia Mönchengladbach,Sweden,Bundesliga,Germany,2
O. Wijndal,https://cdn.sofifa.org/players/4/19/236572.png,66,80,1.2,2,18,5'9,AZ Alkmaar,Netherlands,Eredivisie,Netherlands,1
O. Yaman,https://cdn.sofifa.org/players/4/19/245606.png,57,78,NA,1,18,5'10,Sivasspor,Turkey,Süper Lig,Turkey,1
O. Yokuşlu,https://cdn.sofifa.org/players/4/19/205201.png,77,83,10.5,19,24,6'3,RC Celta,Turkey,La Liga,Spain,NA
O. Younger,https://cdn.sofifa.org/players/4/19/243281.png,57,70,NA,3,18,6'0,Burnley,England,Premier League,UK,1
O. Zinchenko,https://cdn.sofifa.org/players/4/19/227813.png,71,81,3.3,38,21,5'9,Manchester City,Ukraine,Premier League,UK,1
Obama,https://cdn.sofifa.org/players/4/19/240559.png,59,79,NA,4,18,5'7,Atlético Madrid,Spain,La Liga,Spain,1
Odriozola,https://cdn.sofifa.org/players/4/19/234035.png,80,88,18.5,115,22,5'9,Real Madrid,Spain,La Liga,Spain,1
Oier,https://cdn.sofifa.org/players/4/19/183141.png,75,75,4.7,17,28,6'3,Levante UD,Spain,La Liga,Spain,1
Oleaga,https://cdn.sofifa.org/players/4/19/231187.png,59,68,NA,2,21,6'6,Athletic Club de Bilbao,Spain,La Liga,Spain,1
Óliver Torres,https://cdn.sofifa.org/players/4/19/208777.png,78,83,13.5,13,23,5'9,FC Porto,Spain,Liga Nos,Portugal,NA
Omar Mascarell,https://cdn.sofifa.org/players/4/19/208620.png,78,80,10.5,29,25,5'11,FC Schalke 04,Spain,Bundesliga,Germany,1
Oriol Busquets,https://cdn.sofifa.org/players/4/19/239249.png,67,82,1.5,14,19,6'1,FC Barcelona,Spain,La Liga,Spain,1
Oriol Romeu,https://cdn.sofifa.org/players/4/19/199576.png,78,80,10.5,46,26,6'0,Southampton,Spain,Premier League,UK,2
Óscar,https://cdn.sofifa.org/players/4/19/239335.png,68,81,1.7,32,20,5'9,CD Leganés,Spain,La Liga,Spain,NA
Óscar Pinchi,https://cdn.sofifa.org/players/4/19/229865.png,66,77,1.1,11,22,5'8,Atlético Madrid,Spain,La Liga,Spain,NA
Óscar Plano,https://cdn.sofifa.org/players/4/19/208621.png,74,74,6,18,27,6'0,Real Valladolid CF,Spain,La Liga,Spain,NA
Otávio,https://cdn.sofifa.org/players/4/19/210411.png,79,85,17.5,15,23,5'8,FC Porto,Brazil,Liga Nos,Portugal,1
Otávio1,https://cdn.sofifa.org/players/4/19/222715.png,77,82,10,32,24,5'9,FC Girondins de Bordeaux,Brazil,Ligue 1,France,2
Oyarzabal,https://cdn.sofifa.org/players/4/19/230142.png,80,87,21,29,21,5'11,Real Sociedad,Spain,La Liga,Spain,1
P. Aubameyang,https://cdn.sofifa.org/players/4/19/188567.png,88,88,59,265,29,6'2,Arsenal,Gabon,Premier League,UK,3
P. Bahanack,https://cdn.sofifa.org/players/4/19/241087.png,55,64,NA,2,20,6'1,Stade de Reims,Cameroon,Ligue 1,France,1
P. Bardsley,https://cdn.sofifa.org/players/4/19/163261.png,72,72,1.2,32,33,5'11,Burnley,Scotland,Premier League,UK,1
P. Bargfrede,https://cdn.sofifa.org/players/4/19/193311.png,76,76,6,25,29,5'9,SV Werder Bremen,Germany,Bundesliga,Germany,2
P. Baysse,https://cdn.sofifa.org/players/4/19/178031.png,76,76,5.5,34,30,6'0,Stade Malherbe Caen,France,Ligue 1,France,1
P. Bernardoni,https://cdn.sofifa.org/players/4/19/223898.png,72,82,3.9,13,21,6'3,Nîmes Olympique,France,Ligue 1,France,1
P. Beruatto,https://cdn.sofifa.org/players/4/19/245491.png,62,78,NA,5,19,6'0,Juventus,Italy,Serie A,Italy,1
P. Billing,https://cdn.sofifa.org/players/4/19/220714.png,72,83,4.7,25,22,6'6,Huddersfield Town,Denmark,Premier League,UK,1
P. Boevink,https://cdn.sofifa.org/players/4/19/238167.png,57,70,NA,1,20,6'3,FC Groningen,Netherlands,Eredivisie,Netherlands,1
P. Burner,https://cdn.sofifa.org/players/4/19/235981.png,69,77,1.3,11,22,5'7,OGC Nice,France,Ligue 1,France,1
P. Capelle,https://cdn.sofifa.org/players/4/19/209781.png,75,75,4.4,20,31,5'11,Angers SCO,France,Ligue 1,France,1
P. Čech,https://cdn.sofifa.org/players/4/19/48940.png,82,82,3,60,36,6'5,Arsenal,Czech Republic,Premier League,UK,NA
P. Chavarría,https://cdn.sofifa.org/players/4/19/199387.png,73,73,3.9,17,30,6'1,Stade de Reims,Argentina,Ligue 1,France,1
P. Cissé,https://cdn.sofifa.org/players/4/19/177765.png,75,75,4.2,16,33,6'0,Alanyaspor,Senegal,Süper Lig,Turkey,2
P. Cutrone,https://cdn.sofifa.org/players/4/19/237715.png,77,89,16,62,20,6'0,Milan,Italy,Serie A,Italy,1
P. Dahlberg,https://cdn.sofifa.org/players/4/19/233763.png,67,80,1.1,4,19,6'5,Watford,Sweden,Premier League,UK,1
P. Dárdai,https://cdn.sofifa.org/players/4/19/238271.png,62,77,NA,2,19,5'9,Hertha BSC,Germany,Bundesliga,Germany,1
P. De Blasis,https://cdn.sofifa.org/players/4/19/210950.png,75,75,6.5,21,30,5'5,SD Eibar,Argentina,La Liga,Spain,1
P. Diop,https://cdn.sofifa.org/players/4/19/178250.png,77,77,5,22,32,5'10,SD Eibar,Senegal,La Liga,Spain,1
P. Diop1,https://cdn.sofifa.org/players/4/19/226773.png,73,84,7,31,20,5'11,Olympique Lyonnais,Spain,Ligue 1,France,1
P. Dummett,https://cdn.sofifa.org/players/4/19/204355.png,75,76,6.5,38,26,6'0,Newcastle United,Wales,Premier League,UK,1
P. Dybala,https://cdn.sofifa.org/players/4/19/211110.png,89,94,89,205,24,5'10,Juventus,Argentina,Serie A,Italy,3
P. Erras,https://cdn.sofifa.org/players/4/19/231110.png,69,78,1.4,9,23,6'5,1. FC Nürnberg,Germany,Bundesliga,Germany,1
P. Eze,https://cdn.sofifa.org/players/4/19/229023.png,68,71,1.1,8,25,6'1,Atiker Konyaspor,Nigeria,Süper Lig,Turkey,1
P. Faragò,https://cdn.sofifa.org/players/4/19/211394.png,71,73,2.9,18,25,6'2,Cagliari,Italy,Serie A,Italy,1
P. Filipović,https://cdn.sofifa.org/players/4/19/203026.png,69,70,1,8,27,6'2,Atiker Konyaspor,Germany,Süper Lig,Turkey,NA
P. Foden,https://cdn.sofifa.org/players/4/19/237692.png,73,88,8,36,18,5'7,Manchester City,England,Premier League,UK,1
P. Frattali,https://cdn.sofifa.org/players/4/19/177340.png,67,67,NA,10,32,6'1,Parma,Italy,Serie A,Italy,1
P. Gazzaniga,https://cdn.sofifa.org/players/4/19/205186.png,74,78,5,46,26,6'5,Tottenham Hotspur,Argentina,Premier League,UK,1
P. Ghiglione,https://cdn.sofifa.org/players/4/19/230912.png,63,75,NA,2,21,6'2,Frosinone,Italy,Serie A,Italy,1
P. Gollini,https://cdn.sofifa.org/players/4/19/211515.png,71,79,2.6,10,23,6'2,Atalanta,Italy,Serie A,Italy,1
P. Gouano,https://cdn.sofifa.org/players/4/19/204886.png,75,81,8,14,24,6'1,Amiens SC,France,Ligue 1,France,1
P. Groß,https://cdn.sofifa.org/players/4/19/190765.png,77,78,10,47,27,5'11,Brighton & Hove Albion,Germany,Premier League,UK,NA
P. Gulácsi,https://cdn.sofifa.org/players/4/19/185122.png,80,80,10.5,45,28,6'4,RB Leipzig,Hungary,Bundesliga,Germany,2
P. Hatzidiakos,https://cdn.sofifa.org/players/4/19/229150.png,70,78,2.3,6,21,5'11,AZ Alkmaar,Greece,Eredivisie,Netherlands,1
P. Herrmann,https://cdn.sofifa.org/players/4/19/198077.png,77,77,9.5,29,27,5'10,Borussia Mönchengladbach,Germany,Bundesliga,Germany,2
P. Hetemaj,https://cdn.sofifa.org/players/4/19/172233.png,77,77,7.5,19,31,5'9,Chievo Verona,Finland,Serie A,Italy,2
P. Højbjerg,https://cdn.sofifa.org/players/4/19/213648.png,76,81,10,38,22,6'1,Southampton,Denmark,Premier League,UK,2
P. Hurtado,https://cdn.sofifa.org/players/4/19/211124.png,75,75,7,18,27,5'9,Atiker Konyaspor,Peru,Süper Lig,Turkey,1
P. Jagielka,https://cdn.sofifa.org/players/4/19/53914.png,77,77,2.1,53,35,5'11,Everton,England,Premier League,UK,2
P. Jaroszyński,https://cdn.sofifa.org/players/4/19/219661.png,65,70,NA,3,23,6'0,Chievo Verona,Poland,Serie A,Italy,NA
P. Jones,https://cdn.sofifa.org/players/4/19/194957.png,79,80,12,110,26,6'1,Manchester United,England,Premier League,UK,2
