Name,Photo,Age,Overall,Potential,Marking,StandingTackle,SlidingTackle,HeadingAccuracy,Dribbling,Curve,BallControl,Aggression,Interceptions,Positioning,Vision,Composure,Crossing,ShortPassing,LongPassing,Acceleration,SprintSpeed,Agility,Reactions,Balance,Jumping,Stamina,Strength,Finishing,Volleys,FKAccuracy,ShotPower,LongShots,Penalties,InternationalReputation,Defending,General,Mental,Passing,Mobility,Power,Rating,Shooting
R. Lopes,https://cdn.sofifa.org/players/4/19/202014.png,26,61,65,61,61,62,56,48,36,54,67,54,45,49,59,43,51,50,44,37,48,53,47,62,70,76,23,27,28,43,25,39,1,61.333333333333336,48.5,54.8,48,45.5,63.75,63,30.833333333333332
N. Phillips,https://cdn.sofifa.org/players/4/19/240926.png,21,61,74,58,62,59,62,33,29,40,60,58,25,39,55,30,56,45,52,52,42,56,57,64,59,70,23,30,35,45,21,45,1,59.666666666666664,41,47.4,43.666666666666664,50.5,62.5,67.5,33.166666666666664
W. Hesl,https://cdn.sofifa.org/players/4/19/183070.png,32,61,61,17,12,17,12,7,9,13,25,19,8,31,48,9,23,22,36,40,42,61,47,67,29,73,8,8,11,19,10,23,1,15.333333333333334,10.25,26.2,18,44.75,54,61,13.166666666666666
S. Mohlin,https://cdn.sofifa.org/players/4/19/212255.png,22,61,70,21,14,20,18,12,18,31,24,17,12,13,42,14,29,32,43,48,43,52,49,63,32,51,14,13,19,21,20,22,1,18.333333333333332,19.75,21.6,25,46.5,48.75,65.5,18.166666666666668
M. Ošs,https://cdn.sofifa.org/players/4/19/231967.png,26,61,64,60,65,62,55,26,26,35,60,57,23,32,56,25,35,29,56,61,48,50,42,75,68,77,24,25,31,43,21,30,1,62.333333333333336,35.5,45.6,29.666666666666668,53.75,65.5,62.5,29
N. Mohammad,https://cdn.sofifa.org/players/4/19/243999.png,26,61,63,66,63,64,43,50,40,58,76,57,37,49,56,38,58,52,73,69,78,53,78,74,74,64,31,36,38,40,35,37,1,64.33333333333333,47.75,55,49.333333333333336,68.25,72.5,62,36.166666666666664
J. Ruffels,https://cdn.sofifa.org/players/4/19/202528.png,24,61,65,61,56,57,52,57,51,65,53,59,55,60,61,57,67,63,54,54,72,66,70,52,65,67,43,39,60,60,46,33,1,58,56.25,57.6,62.333333333333336,61.5,63.5,63,46.833333333333336
G. Smith,https://cdn.sofifa.org/players/4/19/242720.png,22,61,71,57,62,60,52,55,28,55,58,60,27,34,46,23,59,55,66,69,52,55,60,71,66,74,18,28,33,45,23,34,1,59.666666666666664,47.5,45,45.666666666666664,60.5,67.75,66,30.166666666666668
S. Bennett,https://cdn.sofifa.org/players/4/19/190240.png,27,61,63,63,60,59,61,39,33,49,59,57,44,41,50,36,44,42,40,44,42,57,48,62,72,74,37,46,30,48,42,39,1,60.666666666666664,45.5,50.2,40.666666666666664,45.75,64,62,40.333333333333336
D. Frieser,https://cdn.sofifa.org/players/4/19/239393.png,24,61,64,45,47,53,52,54,43,62,56,43,55,43,55,63,64,55,74,72,67,56,58,67,78,58,57,34,39,60,37,50,1,48.333333333333336,52.75,50.4,60.666666666666664,67.25,65.25,62.5,46.166666666666664
J. Burkardt,https://cdn.sofifa.org/players/4/19/244257.png,17,61,80,21,24,21,54,75,48,62,33,22,59,53,52,48,62,46,69,69,69,58,68,75,55,62,61,49,32,53,50,50,1,22,59.75,43.8,52,66.25,65,70.5,49.166666666666664
A. Lupu,https://cdn.sofifa.org/players/4/19/246049.png,20,61,73,11,12,17,59,55,30,55,31,19,59,41,58,30,53,45,69,68,54,60,79,65,70,59,65,49,34,60,53,55,1,13.333333333333334,49.75,41.6,42.666666666666664,62.75,68.25,67,52.666666666666664
Wang Jinxian,https://cdn.sofifa.org/players/4/19/224546.png,22,61,66,46,45,40,42,68,33,64,51,43,61,62,53,40,62,56,71,65,81,62,73,74,64,51,42,28,37,52,32,40,1,43.666666666666664,51.75,54,52.666666666666664,69.75,65.5,63.5,38.5
A. Maziero,https://cdn.sofifa.org/players/4/19/242979.png,20,61,74,30,24,25,64,55,49,60,28,24,58,50,49,46,54,36,63,69,58,54,63,64,54,56,62,48,47,64,56,60,1,26.333333333333332,57,41.8,45.333333333333336,61,59.25,67.5,56.166666666666664
K. Moreno,https://cdn.sofifa.org/players/4/19/244771.png,17,61,81,60,62,55,58,29,26,39,63,56,24,39,51,25,47,33,63,59,46,51,49,70,64,82,26,25,28,45,33,36,1,59,38,46.6,35,54.75,66.25,71,32.166666666666664
Jose,https://cdn.sofifa.org/players/4/19/221732.png,24,61,66,34,22,16,70,53,45,54,31,16,57,49,48,34,55,34,59,57,49,56,67,63,58,57,69,51,38,59,56,66,1,24,55.5,40.2,41,55.25,61.25,63.5,56.5
Eliseo Falcón,https://cdn.sofifa.org/players/4/19/234788.png,21,61,74,47,64,72,61,44,30,39,61,61,30,34,52,33,55,38,48,51,39,52,64,72,57,65,22,29,32,41,29,46,1,61,43.5,47.6,42,47.5,64.5,67.5,33.166666666666664
S. Ramizi,https://cdn.sofifa.org/players/4/19/211237.png,26,61,61,26,25,20,58,62,42,62,42,20,55,56,46,53,59,55,65,71,56,55,64,70,63,60,66,45,36,58,55,61,1,23.666666666666668,56,43.8,55.666666666666664,61.75,64.25,61,53.5
J. Flannigan,https://cdn.sofifa.org/players/4/19/218661.png,22,61,66,35,53,52,52,66,64,64,51,28,54,64,61,50,71,66,55,63,64,52,67,54,53,63,57,51,56,65,44,55,1,46.666666666666664,61.5,51.6,62.333333333333336,58.5,59.25,63.5,54.666666666666664
P. Halder,https://cdn.sofifa.org/players/4/19/231461.png,25,61,67,60,57,56,54,53,41,49,60,56,51,55,57,48,67,62,60,62,57,58,71,52,76,64,41,45,44,46,42,42,1,57.666666666666664,49.25,55.8,59,59.25,65.75,64,43.333333333333336
H. Adıgüzel,https://cdn.sofifa.org/players/4/19/237605.png,18,61,77,60,56,55,51,60,44,64,58,49,45,60,41,42,65,63,64,61,73,62,66,59,46,60,55,32,41,68,64,54,1,57,54.75,50.6,56.666666666666664,65,57.75,69,52.333333333333336
S. Strømnes,https://cdn.sofifa.org/players/4/19/164647.png,31,61,61,55,58,57,59,41,33,54,66,62,34,45,48,44,55,52,52,62,55,58,59,70,67,74,25,41,45,64,52,45,1,56.666666666666664,46.75,51,50.333333333333336,56.75,67.5,61,45.333333333333336
K. Pestka,https://cdn.sofifa.org/players/4/19/235303.png,19,61,71,57,61,58,46,56,41,54,41,59,43,53,51,59,62,52,72,71,67,61,62,33,64,64,14,31,25,32,21,35,1,58.666666666666664,49.25,49.4,57.666666666666664,67.75,55.75,66,26.333333333333332
M. Kolar,https://cdn.sofifa.org/players/4/19/241191.png,23,61,68,24,17,16,62,59,42,57,34,14,57,46,58,35,59,38,67,66,59,47,58,69,63,70,64,46,30,62,57,57,1,19,55,41.8,44,59.75,65,64.5,52.666666666666664
F. Brügmann,https://cdn.sofifa.org/players/4/19/244007.png,25,61,64,23,21,13,60,61,52,58,47,14,56,50,49,47,51,38,64,74,66,55,65,67,72,73,60,57,40,63,58,57,1,19,57.75,43.2,45.333333333333336,64.75,69.25,62.5,55.833333333333336
B. Urbański,https://cdn.sofifa.org/players/4/19/239656.png,20,61,71,60,63,61,56,58,44,61,66,60,41,64,61,56,69,65,61,56,74,55,77,61,59,53,45,40,47,59,36,46,1,61.333333333333336,54.75,58.4,63.333333333333336,61.5,62.5,66,45.5
M. Schüler,https://cdn.sofifa.org/players/4/19/244009.png,20,61,69,60,61,63,54,30,27,36,78,58,20,33,44,28,36,31,66,77,55,51,53,67,65,75,18,22,24,33,21,32,1,61.333333333333336,36.75,46.6,31.666666666666668,62.25,65,65,25
P. Erhardt,https://cdn.sofifa.org/players/4/19/210474.png,24,61,64,55,59,56,66,58,48,65,71,63,44,46,62,48,61,59,60,39,64,49,58,78,70,68,33,29,30,55,50,38,1,56.666666666666664,59.25,57.2,56,53,68.5,62.5,39.166666666666664
V. Sköld,https://cdn.sofifa.org/players/4/19/220970.png,28,61,61,34,20,18,56,55,48,58,41,31,62,50,54,40,56,43,67,64,64,61,64,73,77,71,58,60,34,59,53,61,1,24,54.25,47.6,46.333333333333336,64,71.25,61,54.166666666666664
K. Knoyle,https://cdn.sofifa.org/players/4/19/229930.png,21,61,69,51,62,59,53,57,34,57,54,54,50,41,53,56,55,44,80,86,79,50,79,68,63,51,23,25,30,34,30,33,1,57.333333333333336,50.25,50.4,51.666666666666664,73.75,65.25,65,29.166666666666668
J. Torres,https://cdn.sofifa.org/players/4/19/236842.png,18,61,76,17,15,13,65,65,48,53,32,13,56,48,46,52,60,51,73,77,79,58,89,69,47,31,63,47,59,59,56,65,1,15,57.75,39,54.333333333333336,71.75,59,68.5,58.166666666666664
J. Coustrain,https://cdn.sofifa.org/players/4/19/225067.png,22,61,72,35,29,26,32,64,48,65,48,39,61,41,50,55,57,51,78,81,77,49,75,45,56,54,51,39,37,58,43,50,1,30,52.25,47.8,54.333333333333336,71.25,57.5,66.5,46.333333333333336
W. Mosquera,https://cdn.sofifa.org/players/4/19/227371.png,33,61,61,19,15,19,17,19,17,20,16,17,20,25,38,18,21,22,46,48,33,54,29,51,21,76,13,17,19,24,14,21,1,17.666666666666668,18.25,23.2,20.333333333333332,45.25,44.25,61,18
M. Chouiar,https://cdn.sofifa.org/players/4/19/235563.png,19,61,75,47,22,15,43,65,57,62,38,18,62,60,54,55,60,58,61,69,78,47,74,58,61,43,58,53,51,55,53,57,1,28,56.75,46.4,57.666666666666664,63.75,59,68,54.5
B. Héry,https://cdn.sofifa.org/players/4/19/215084.png,26,61,64,46,48,42,47,60,40,63,51,47,55,68,64,43,65,61,78,69,74,57,73,72,67,62,42,33,33,49,41,38,1,45.333333333333336,52.5,57,56.333333333333336,69.5,68.5,62.5,39.333333333333336
A. Nilsson,https://cdn.sofifa.org/players/4/19/237356.png,27,61,61,45,30,28,45,62,43,59,72,43,64,50,49,59,59,55,73,72,69,60,70,71,75,64,59,50,34,60,47,48,1,34.333333333333336,52.25,55.6,57.666666666666664,68.5,70,61,49.666666666666664
B. Figueroa,https://cdn.sofifa.org/players/4/19/240428.png,19,61,78,37,42,45,39,62,48,61,40,22,62,65,49,55,63,54,71,70,72,41,68,55,65,59,44,39,51,52,53,49,1,41.333333333333336,52.5,47.6,57.333333333333336,63.5,61.75,69.5,48
R. de la Rosa,https://cdn.sofifa.org/players/4/19/240940.png,18,61,79,13,14,13,63,57,40,57,32,11,60,46,59,40,62,35,69,67,60,57,70,67,69,60,65,39,39,52,54,72,1,13.333333333333334,54.25,41.6,45.666666666666664,63.25,66.5,70,53.5
M. Sagnan,https://cdn.sofifa.org/players/4/19/241708.png,19,61,78,62,61,59,60,38,31,46,59,53,30,39,55,48,56,50,53,64,55,51,58,69,60,72,28,27,30,40,32,39,1,60.666666666666664,43.75,47.2,51.333333333333336,55.75,64.75,69.5,32.666666666666664
Z. Bakayogo,https://cdn.sofifa.org/players/4/19/179757.png,31,61,61,60,59,57,44,62,40,61,59,59,62,56,59,65,57,56,69,68,71,55,62,71,59,69,36,34,50,42,43,35,1,58.666666666666664,51.75,59,59.333333333333336,65.75,65.25,61,40
N. Barona,https://cdn.sofifa.org/players/4/19/234286.png,20,61,76,47,29,29,44,64,43,63,28,17,59,51,55,47,57,48,75,79,73,57,76,62,65,43,50,44,39,55,35,51,1,35,53.5,42,50.666666666666664,71,61.5,68.5,45.666666666666664
J. Sierra,https://cdn.sofifa.org/players/4/19/221487.png,21,61,72,31,18,17,61,58,36,61,27,14,57,45,41,31,52,40,69,66,61,49,54,73,59,72,65,47,25,62,56,58,1,22,54,36.8,41,61.25,64.5,66.5,52.166666666666664
A. Ryczkowski,https://cdn.sofifa.org/players/4/19/224303.png,21,61,70,35,28,23,51,63,55,64,28,19,60,51,55,59,57,47,73,75,77,53,74,68,57,55,58,37,43,57,54,53,1,28.666666666666668,58.25,42.6,54.333333333333336,69.5,63.5,65.5,50.333333333333336
L. Jonsson,https://cdn.sofifa.org/players/4/19/237359.png,25,61,65,21,14,10,13,11,11,19,24,6,5,42,42,13,23,23,36,35,44,51,32,36,28,73,6,9,13,16,5,17,1,15,13.5,23.8,19.666666666666668,41.5,42.25,63,11
C. Reppesgård,https://cdn.sofifa.org/players/4/19/202544.png,25,61,64,55,64,64,52,53,37,57,63,58,28,42,56,30,53,46,62,64,62,58,71,72,68,70,28,32,30,62,34,26,1,61,49.75,49.4,43,61.5,70.25,62.5,35.333333333333336
B. Allain,https://cdn.sofifa.org/players/4/19/228912.png,26,61,63,10,15,12,18,21,12,23,20,10,6,31,45,16,24,24,25,30,30,58,29,45,25,55,15,19,21,18,17,26,1,12.333333333333334,18.5,22.4,21.333333333333332,35.75,38.5,62,19.333333333333332
M. Uusitalo,https://cdn.sofifa.org/players/4/19/234288.png,21,61,71,19,11,13,13,8,12,13,15,9,9,42,41,13,14,18,33,31,39,54,35,45,33,58,9,7,13,17,10,12,1,14.333333333333334,11.5,23.2,15,39.25,42.75,66,11.333333333333334
T. Alarcón,https://cdn.sofifa.org/players/4/19/235824.png,18,61,76,51,62,57,65,41,42,60,62,65,42,48,49,40,58,56,61,63,71,60,71,72,65,60,41,21,46,49,38,49,1,56.666666666666664,52,53.2,51.333333333333336,63.75,67,68.5,40.666666666666664
J. Chianese,https://cdn.sofifa.org/players/4/19/203569.png,28,61,61,30,34,45,42,58,61,64,35,38,64,59,59,51,61,50,59,69,70,61,63,48,66,63,59,65,52,60,54,55,1,36.333333333333336,56.25,51,54,64.75,60,61,57.5
K. Howkins,https://cdn.sofifa.org/players/4/19/228401.png,22,61,65,56,60,55,60,44,26,51,54,58,27,31,49,27,53,47,65,67,62,53,63,70,69,84,26,30,27,33,25,35,1,57,45.25,43.8,42.333333333333336,61.75,71.5,63,29.333333333333332
B. Galindo,https://cdn.sofifa.org/players/4/19/240177.png,19,61,70,60,63,58,62,35,28,37,50,63,25,29,45,26,44,45,59,55,35,47,49,72,54,77,27,29,31,43,21,39,1,60.333333333333336,40.5,42.4,38.333333333333336,49,63,65.5,31.666666666666668
I. Minchev,https://cdn.sofifa.org/players/4/19/243505.png,27,61,62,42,53,41,43,67,43,54,39,45,63,50,56,46,71,66,63,64,63,62,83,55,62,33,52,40,43,54,57,45,1,45.333333333333336,51.75,50.6,61,63,58.25,61.5,48.5
A. Zekaj,https://cdn.sofifa.org/players/4/19/244529.png,18,61,76,62,59,63,58,55,44,56,63,49,42,52,49,50,65,60,62,63,57,58,50,53,67,72,43,35,48,58,38,51,1,61.333333333333336,53.25,51,58.333333333333336,60,60.5,68.5,45.5
T. Vaiho,https://cdn.sofifa.org/players/4/19/189233.png,29,61,61,13,14,14,12,16,19,16,35,21,14,21,48,16,18,21,31,32,33,62,60,70,39,72,12,18,12,49,14,17,1,13.666666666666666,15.75,27.8,18.333333333333332,39.5,60.25,61,20.333333333333332
L. Sotomayor,https://cdn.sofifa.org/players/4/19/215090.png,21,61,73,27,11,20,19,14,15,17,19,24,14,24,48,18,28,17,42,42,33,57,65,70,18,63,19,17,12,20,19,24,1,19.333333333333332,16.25,25.8,21,43.5,54,67,18.5
B. Kennedy,https://cdn.sofifa.org/players/4/19/225586.png,21,61,69,25,36,32,29,59,65,64,76,42,62,64,50,48,55,40,72,69,83,57,66,67,72,51,58,47,59,51,62,61,1,31,54.25,58.8,47.666666666666664,70.25,64,65,56.333333333333336
N. Baxter,https://cdn.sofifa.org/players/4/19/234803.png,19,61,72,12,13,12,13,14,12,31,25,12,7,37,35,14,30,31,36,40,28,46,31,58,31,52,11,10,14,21,12,11,1,12.333333333333334,17.5,23.2,25,37.5,43,66.5,13.166666666666666
E. Rueda,https://cdn.sofifa.org/players/4/19/240691.png,22,61,69,61,32,30,43,64,55,60,38,30,54,53,59,61,53,48,74,73,64,58,78,70,51,58,61,56,44,62,52,62,1,41,55.5,46.8,54,67.25,64.25,65,56.166666666666664
R. Hepburn-Murphy,https://cdn.sofifa.org/players/4/19/228148.png,19,61,75,19,22,23,58,67,42,60,40,21,58,50,51,39,54,40,77,77,65,56,78,63,66,34,62,54,43,62,62,63,1,21.333333333333332,56.75,44,44.333333333333336,68.75,60.25,68,57.666666666666664
K. Gipson,https://cdn.sofifa.org/players/4/19/229172.png,22,61,68,59,63,62,58,57,41,55,59,56,42,37,46,46,56,40,74,75,69,55,72,82,62,61,31,26,31,44,28,36,1,61.333333333333336,52.75,48,47.333333333333336,68.25,69.25,64.5,32.666666666666664
I. Hajtić,https://cdn.sofifa.org/players/4/19/236596.png,20,61,72,60,64,58,60,33,24,38,62,57,23,30,43,21,45,40,49,54,50,50,45,48,47,83,19,18,26,42,22,33,1,60.666666666666664,38.75,43,35.333333333333336,50.75,55.75,66.5,26.666666666666668
J. Vollert,https://cdn.sofifa.org/players/4/19/239668.png,20,61,72,62,63,51,56,55,61,58,60,54,47,55,53,50,60,53,55,54,55,62,61,64,61,69,38,38,37,52,38,42,1,58.666666666666664,57.5,53.8,54.333333333333336,56.5,63.75,66.5,40.833333333333336
K. Zapolnik,https://cdn.sofifa.org/players/4/19/245812.png,25,61,64,24,25,27,65,58,42,60,62,25,55,52,56,36,50,42,63,62,68,59,69,75,68,66,65,48,31,59,58,64,1,25.333333333333332,56.25,50,42.666666666666664,63,69.5,62.5,54.166666666666664
G. Gül,https://cdn.sofifa.org/players/4/19/229173.png,19,61,75,59,61,61,61,45,31,52,51,60,29,36,47,28,58,49,64,62,67,56,67,83,64,67,21,22,37,39,23,39,1,60.333333333333336,47.25,44.6,45,62.25,70.25,68,30.166666666666668
S. Klaas,https://cdn.sofifa.org/players/4/19/239925.png,20,61,76,35,34,31,25,64,55,64,44,42,45,67,50,59,67,56,74,67,71,54,72,68,67,39,42,31,55,40,32,38,1,33.333333333333336,52,49.6,60.666666666666664,66.5,61.5,68.5,39.666666666666664
C. O'Malley,https://cdn.sofifa.org/players/4/19/222007.png,23,61,68,17,12,16,13,13,15,17,18,26,19,56,41,21,28,24,38,41,45,47,51,52,45,40,15,19,18,19,12,24,1,15,14.5,32,24.333333333333332,42.75,47,64.5,17.833333333333332
F. Al Aiyaf,https://cdn.sofifa.org/players/4/19/225079.png,26,61,62,34,48,43,55,65,62,64,44,45,58,63,57,58,64,60,73,76,82,58,71,55,70,40,44,43,59,56,46,57,1,41.666666666666664,61.5,53.4,60.666666666666664,72.25,59,61.5,50.833333333333336
L. Mosevich,https://cdn.sofifa.org/players/4/19/231479.png,21,61,73,59,64,62,55,31,35,40,67,56,32,30,43,26,38,30,58,49,34,51,54,83,56,72,20,26,33,48,29,42,1,61.666666666666664,40.25,45.6,31.333333333333332,48,66.25,67,33
R. Porteous,https://cdn.sofifa.org/players/4/19/240439.png,19,61,78,59,64,61,60,40,22,37,65,59,26,30,46,23,47,38,60,65,41,52,72,72,68,71,23,24,23,33,19,36,1,61.333333333333336,39.75,45.2,36,54.5,70.75,69.5,26.333333333333332
H. Mörschel,https://cdn.sofifa.org/players/4/19/244023.png,20,61,73,20,20,15,62,65,49,64,30,19,57,52,55,39,54,35,63,69,64,53,55,37,44,67,65,55,63,67,60,48,1,18.333333333333332,60,42.6,42.666666666666664,62.25,50.75,67,59.666666666666664
G. Sağlam,https://cdn.sofifa.org/players/4/19/229176.png,20,61,74,66,41,53,47,63,55,65,39,33,46,64,55,60,68,56,76,67,79,48,79,60,58,42,42,52,42,53,42,52,1,53.333333333333336,57.5,47.4,61.333333333333336,67.5,59.75,67.5,47.166666666666664
B. Bödvarsson,https://cdn.sofifa.org/players/4/19/232504.png,23,61,69,58,61,58,48,51,45,58,53,55,49,46,46,62,56,49,75,73,63,53,61,64,72,62,24,26,29,28,23,39,1,59,50.5,49.8,55.666666666666664,66,64.75,65,28.166666666666668
F. Geisler,https://cdn.sofifa.org/players/4/19/238648.png,21,61,70,39,43,40,30,64,66,64,71,38,50,58,51,63,60,56,90,64,91,50,86,67,64,32,52,52,56,63,54,47,1,40.666666666666664,56,53.6,59.666666666666664,73.75,62.25,65.5,54
G. Omotayo,https://cdn.sofifa.org/players/4/19/244536.png,24,61,64,22,21,18,63,44,25,57,72,24,60,53,50,33,57,35,67,65,49,60,65,74,64,86,59,52,22,66,45,56,1,20.333333333333332,47.25,51.8,41.666666666666664,60.25,72.25,62.5,50
D. Rogers,https://cdn.sofifa.org/players/4/19/208697.png,24,61,69,14,10,13,16,14,14,27,22,21,12,19,41,14,30,24,44,47,37,47,57,50,21,60,13,20,14,25,18,32,1,12.333333333333334,17.75,23,22.666666666666668,43.75,47,65,20.333333333333332
A. Zendejas,https://cdn.sofifa.org/players/4/19/229433.png,22,61,71,13,16,19,17,14,13,22,18,15,15,56,41,11,29,22,35,39,37,52,37,51,24,57,17,12,16,20,13,24,1,16,16.5,29,20.666666666666668,40.75,42.25,66,17
T. Chorý,https://cdn.sofifa.org/players/4/19/244793.png,23,61,66,21,18,24,80,48,27,44,53,18,63,48,45,23,49,21,45,54,50,64,24,61,59,95,57,42,27,61,57,50,1,21,49.75,45.4,31,53.25,59.75,63.5,49
J. Vázquez,https://cdn.sofifa.org/players/4/19/245817.png,23,61,67,10,14,18,47,63,48,57,37,12,61,49,54,33,44,37,76,72,73,61,57,55,59,63,60,53,37,64,57,62,1,14,53.75,42.6,38,70.5,58.5,64,55.5
Yun Ju Tae,https://cdn.sofifa.org/players/4/19/203834.png,28,61,61,21,28,25,54,58,60,55,64,23,58,54,61,59,58,56,74,79,84,61,71,84,59,66,58,46,61,61,55,44,1,24.666666666666668,56.75,52,57.666666666666664,74.5,70,61,54.166666666666664
T. Masuda,https://cdn.sofifa.org/players/4/19/232506.png,29,61,63,10,11,12,14,10,14,10,19,8,7,21,33,14,15,29,17,25,31,55,42,64,21,67,8,9,14,18,5,13,1,11,12,17.6,19.333333333333332,32,48.5,62,11.166666666666666
L. Lauberbach,https://cdn.sofifa.org/players/4/19/239418.png,20,61,69,41,43,25,58,63,45,59,27,25,56,56,41,58,63,54,67,76,63,54,51,56,68,67,55,47,45,63,60,52,1,36.333333333333336,56.25,41,58.333333333333336,65,60.5,65,53.666666666666664
Y. Clementia,https://cdn.sofifa.org/players/4/19/241210.png,20,61,72,10,15,18,12,11,21,23,25,10,8,32,41,14,29,31,36,37,44,53,34,55,28,65,9,6,11,15,7,12,1,14.333333333333334,16.75,23.2,24.666666666666668,42.5,45.5,66.5,10
D. Orlishausen,https://cdn.sofifa.org/players/4/19/203835.png,35,61,61,12,15,16,8,11,8,19,36,13,9,33,51,11,24,23,33,32,35,62,30,57,36,72,6,11,16,18,13,22,1,14.333333333333334,11.5,28.4,19.333333333333332,40.5,48.75,61,14.333333333333334
D. Whitaker,https://cdn.sofifa.org/players/4/19/13883.png,37,61,61,59,51,50,49,56,43,65,48,45,50,71,72,52,64,57,59,54,74,56,76,70,66,65,58,57,58,64,63,63,1,53.333333333333336,53.25,57.2,57.666666666666664,60.75,69.25,61,60.5
A. Khormi,https://cdn.sofifa.org/players/4/19/211259.png,27,61,61,18,20,20,55,62,41,60,27,11,60,54,49,30,52,38,94,86,88,59,93,66,70,33,64,52,37,59,60,63,1,19.333333333333332,54.5,40.2,40,81.75,65.5,61,55.833333333333336
L. Marić,https://cdn.sofifa.org/players/4/19/226107.png,31,61,61,57,59,57,53,56,40,58,64,62,18,38,53,35,64,58,58,61,51,57,52,55,64,68,24,33,63,42,35,58,1,57.666666666666664,51.75,47,52.333333333333336,56.75,59.75,61,42.5
F. Benko,https://cdn.sofifa.org/players/4/19/231228.png,20,61,77,23,48,53,55,65,66,66,51,53,53,57,54,47,65,63,65,62,68,56,69,59,54,59,39,58,51,63,65,52,1,41.333333333333336,63,53.6,58.333333333333336,62.75,60.25,69,54.666666666666664
Liu Zhenli,https://cdn.sofifa.org/players/4/19/182076.png,33,61,61,11,17,19,15,12,14,25,29,23,14,42,62,13,14,19,54,46,52,54,49,58,44,47,14,12,17,18,17,14,1,15.666666666666666,16.5,34,15.333333333333334,51.5,49.5,61,15.333333333333334
M. Piccinocchi,https://cdn.sofifa.org/players/4/19/229438.png,23,61,72,53,54,55,55,57,42,66,68,55,60,58,55,51,66,65,62,58,79,58,88,72,62,55,42,49,43,63,46,55,1,54,55,59.2,60.666666666666664,64.25,69.25,66.5,49.666666666666664
A. Paşcanu,https://cdn.sofifa.org/players/4/19/237630.png,19,61,77,59,62,60,51,58,37,60,70,59,48,43,50,59,43,35,70,68,60,57,65,63,69,67,30,35,34,35,35,45,1,60.333333333333336,51.5,54,45.666666666666664,63.75,66,69,35.666666666666664
A. Al Harbi,https://cdn.sofifa.org/players/4/19/210495.png,29,61,61,58,61,59,57,49,54,50,60,62,34,55,46,52,55,46,66,65,57,57,53,66,59,68,30,34,45,41,55,47,1,59.333333333333336,52.5,51.4,51,61.25,61.5,61,42
Kim Gyeong Min,https://cdn.sofifa.org/players/4/19/221759.png,26,61,64,22,18,13,16,16,19,20,18,23,11,29,56,16,30,21,49,49,40,67,57,58,26,58,19,12,17,17,13,21,1,17.666666666666668,17.75,27.4,22.333333333333332,51.25,49.75,62.5,16.5
R. González,https://cdn.sofifa.org/players/4/19/236351.png,22,61,68,59,58,54,49,61,46,64,57,52,43,56,58,54,62,56,72,78,64,50,72,56,74,68,37,44,36,47,53,41,1,57,55,53.2,57.333333333333336,66,67.5,64.5,43
Song Soo Yeong,https://cdn.sofifa.org/players/4/19/221760.png,26,61,61,23,40,37,53,62,63,65,56,40,61,49,52,60,53,50,73,70,66,53,75,63,62,63,62,59,66,63,55,57,1,33.333333333333336,60.75,51.6,54.333333333333336,65.5,65.75,61,60.333333333333336
Y. Nakazawa,https://cdn.sofifa.org/players/4/19/156480.png,40,61,61,64,64,57,67,40,47,63,69,61,21,66,69,44,62,59,29,30,28,41,50,42,28,55,40,40,35,59,21,31,2,61.666666666666664,54.25,57.2,55,32,43.75,61,37.666666666666664
A. Al Ammar,https://cdn.sofifa.org/players/4/19/225600.png,24,61,67,56,62,53,51,61,53,64,38,45,67,57,56,63,66,62,71,73,69,60,78,66,72,64,59,42,43,59,49,43,1,57,57.25,52.6,63.666666666666664,68.25,70,64,49.166666666666664
J. Ibehre,https://cdn.sofifa.org/players/4/19/19521.png,35,61,61,41,32,31,59,59,43,59,60,41,60,55,60,48,58,47,62,68,47,59,48,65,80,90,56,53,27,60,51,56,1,34.666666666666664,55,55.2,51,59,70.75,61,50.5
Jeong Dong Yun,https://cdn.sofifa.org/players/4/19/233281.png,24,61,66,55,62,59,44,52,44,57,48,57,50,44,46,63,61,57,66,67,65,61,60,55,67,67,27,23,48,35,26,52,1,58.666666666666664,49.25,49,60.333333333333336,64.75,62.25,63.5,35.166666666666664
M. Harzan,https://cdn.sofifa.org/players/4/19/238913.png,29,61,61,29,41,49,43,66,38,59,56,45,53,53,51,51,64,57,75,76,78,55,64,58,66,47,43,48,32,49,35,45,1,39.666666666666664,51.5,51.6,57.333333333333336,71,58.75,61,42
G. Hatano,https://cdn.sofifa.org/players/4/19/241217.png,20,61,74,7,12,10,13,14,14,16,17,8,8,33,22,14,20,28,18,32,35,42,23,30,28,73,5,5,10,17,7,12,1,9.666666666666666,14.25,17.6,20.666666666666668,31.75,38.5,67.5,9.333333333333334
Li Yuanyi,https://cdn.sofifa.org/players/4/19/223298.png,24,61,64,52,51,42,51,60,53,60,46,30,56,54,60,55,62,57,69,66,72,57,67,53,74,57,54,51,49,64,58,56,1,48.333333333333336,56,49.2,58,66,62.75,62.5,55.333333333333336
M. Dobre,https://cdn.sofifa.org/players/4/19/237378.png,19,61,75,33,40,36,40,67,44,62,59,38,56,50,67,55,52,45,77,76,78,57,74,60,68,55,46,33,40,54,43,48,1,36.333333333333336,53.25,54,50.666666666666664,72,64.25,68,44
